ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
OLDER ADULT CENTER CONTRACTS,C7207,RAICES FARRAGUT OAC SATELLITE (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,228 York Street,BROOKLYN,NY,11201,BROOKLYN,718-422-1069,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.701304,-73.981762,302,35,23,3325909,3000710001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.981762 40.701304)
OLDER ADULT CENTER CONTRACTS,C8311,JASA WILLIAMSBURG OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,202 Graham Avenue,BROOKLYN,NY,11206,BROOKLYN,718-388-6865,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.708879,-73.943443,301,34,493,3344974,3030260001,Bushwick South,POINT (-73.943443 40.708879)
OLDER ADULT CENTER CONTRACTS,C2104,CPC PROJECT OPEN DOOR NEIGHBORHOOD SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,168 Grand Street,NEW YORK,NY,10013,MANHATTAN,212-431-9026,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.71969,-73.998286,102,01,41,1075959,1004727501,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.998286 40.71969)
OLDER ADULT CENTER CONTRACTS,C9404,YOUNG ISRAEL WAVECREST & BAYSWATER SENIOR LEAGUE (C94),YOUNG ISRAEL PROGRAMS INC,2716 Healy Avenue,FAR ROCKAWAY,NY,11691,QUEENS,718-327-0297,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.604149,-73.765737,414,31,100802,4300494,4157220041,Far Rockaway-Bayswater,POINT (-73.765737 40.604149)
OLDER ADULT CENTER CONTRACTS,C2002,MMCC-CDC OLDER ADULT CENTER MAIN BUILDING (C20),CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,3450 Dekalb Avenue,BRONX,NY,10467,BRONX,718-798-6601,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.881486,-73.881226,207,11,421,2096396,2033270001,Norwood,POINT (-73.881226 40.881486)
OLDER ADULT CENTER CONTRACTS,2TT01,COPO (2TT),COUNCIL OF PEOPLES ORGANIZATION INC.,1079 Coney Island Avenue,BROOKLYN,NY,11230,BROOKLYN,718-434-3266,Y,,,,,,,,,,,,,,,40.631103,-73.966448,314,45,528,3178917,3066860078,Flatbush,POINT (-73.966448 40.631103)
OLDER ADULT CENTER CONTRACTS,C4201,HOMECREST BENSONHURST OAC & AVE T BROOKLYN (C42),HOMECREST COMMUNITY SERVICES INC,6915 15th Ave,BROOKLYN,NY,11228,BROOKLYN,718-621-7960,Y,8 :00,3 :00,8 :00,3 :00,8 :00,3 :00,8 :00,3 :00,8 :00,3 :00,00:00,00:00,00:00,00:00,40.612279,-74.000933,311,43,276,3162717,3062720007,Bensonhurst West,POINT (-74.000933 40.612279)
OLDER ADULT CENTER CONTRACTS,C2103,CPC NY CHINATOWN NEIGHBORHOOD SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,55 Chrystie Street,NEW YORK,NY,10002,MANHATTAN,212-233-8930,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.716358,-73.994726,103,01,16,1003915,1003030027,Chinatown,POINT (-73.994726 40.716358)
OLDER ADULT CENTER CONTRACTS,C9701,NEW BEGINNINGS (RIVERDALE Y) (C97),YM YWHA OF THE BRONX dba RIVERDALE YM YWHA,5625 Arlington Ave,BRONX,NY,10471,BRONX,718-548-8200,Y,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,08:00,05:00,00:00,00:00,00:00,00:00,40.905009,-73.907133,208,11,323,2086312,2059520374,North Riverdale-Fieldston-Riverdale,POINT (-73.907133 40.905009)
OLDER ADULT CENTER CONTRACTS,C9005,WAYSIDE OUT TOMPKINS PARK SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,550 Greene Avenue,BROOKLYN,NY,11216,BROOKLYN,718-638-3000,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.688666,-73.948775,303,36,251,3050417,3017980040,Bedford,POINT (-73.948775 40.688666)
OLDER ADULT CENTER CONTRACTS,C9103,MILL BROOK OAC (C91),WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,570 East 137th street,BRONX,NY,10454,BRONX,646-214-2450,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.805994,-73.917671,201,08,2701,2000000,2025480001,Mott Haven-Port Morris,POINT (-73.917671 40.805994)
OLDER ADULT CENTER CONTRACTS,C9501,CENTER FOR ADULTS LIVING WELL @ THE Y (OAC) (C95),YM YWHA OF WASHINGTON HEIGHTS AND INWOOD INC,54 Nagle Avenue,NEW YORK,NY,10040,MANHATTAN,646-738-6084,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.859993,-73.929129,112,10,285,1064146,1021720064,Washington Heights North,POINT (-73.929129 40.859993)
OLDER ADULT CENTER CONTRACTS,4UN01,ROBERT COUCHE OLDER ADULT CENTER (4UN),MERRILL PARK CIVIC ASSOCIATION OF SPRINGFIELD GARDENS INC,137-57 FARMERS BOULEVARD,JAMAICA,NY,11434,QUEENS,718-978-8352,Y,,,,,,,,,,,,,,,40.67251,-73.764138,412,31,330,4280089,4130200013,Springfield Gardens North,POINT (-73.764138 40.67251)
HOME DELIVERED MEAL SERVICE CONTRACTS,3AU01,WASHINGTON HEIGHTS INWOOD PRESERVATION & RESTORATION CORP. (3AU),WASHINGTON HEIGHTS INWOOD PRESERVATION AND RESTORATION CORPO,121 Bennett Ave. #11A,NEW YORK,NY,10033,MANHATTAN,212-568-5450,Y,,,,,,,,,,,,,,,40.853856,-73.934937,112,10,271,1064430,1021800150,Washington Heights North,POINT (-73.934937 40.853856)
OLDER ADULT CENTER CONTRACTS,C7703,MOUNT LORETTO OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,6581 Hylan Boulevard,STATEN ISLAND,NY,10309,STATEN ISLAND,718-984-8589,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.508809,-74.222403,503,51,198,5123970,5076640001,Annadale-Huguenot-Prince's Bay-Eltingville,POINT (-74.222403 40.508809)
OLDER ADULT CENTER CONTRACTS,C9201,WILLIAM HODSON OLDER ADULT CENTER (C92),WILLIAM HODSON COMMUNITY CENTER INC,1320 Webster Avenue,BRONX,NY,10456,BRONX,718-538-1515,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.834189,-73.90854,203,16,14701,2092074,2028940001,Claremont-Bathgate,POINT (-73.90854 40.834189)
OLDER ADULT CENTER CONTRACTS,C7209,ASTORIA NSC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,21-21 30th Drive,LONG ISLAND CITY,NY,11102,QUEENS,718-726-9642,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.768135,-73.928916,401,22,79,4006319,4005500007,Old Astoria,POINT (-73.928916 40.768135)
OLDER ADULT CENTER CONTRACTS,C3304,FIND AID WOODSTOCK OAC (C33),FIND AID FOR THE AGED,127 West 43rd Street,NEW YORK,NY,10036,MANHATTAN,212-575-0693,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.755873,-73.984454,105,04,119,1022613,1009960014,Midtown-Midtown South,POINT (-73.984454 40.755873)
OLDER ADULT CENTER CONTRACTS,C3509,MARIA LAWTON OAC (C35),FORT GREENE COUNCIL,400 Hart Street,BROOKLYN,NY,11206,BROOKLYN,718-452-7474,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.694725,-73.93519,303,36,287,3341752,3015950024,Stuyvesant Heights,POINT (-73.93519 40.694725)
OLDER ADULT CENTER CONTRACTS,4DV01,INDIA HOME (4DV),INDIA HOME INC,178-36 Wexford Terrace,JAMAICA,NY,11432,QUEENS,917-288-7600,Y,,,,,,,,,,,,,,,40.713508,-73.784561,408,24,466,4534092,4099377501,Jamaica Estates-Holliswood,POINT (-73.784561 40.713508)
OLDER ADULT CENTER CONTRACTS,C1710,CCNS NORTHSIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,179 North 6th Street,BROOKLYN,NY,11211,BROOKLYN,718-387-2316,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.716685,-73.957339,301,33,553,3062100,3023280025,North Side-South Side,POINT (-73.957339 40.716685)
OLDER ADULT CENTER CONTRACTS,C0601,ABSW OAC (C06),ASSOCIATION OF BLACK SOCIAL WORKERS INC,221 West 107th Street,NEW YORK,NY,10025,MANHATTAN,212-749-8400,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.801503,-73.96612,107,07,195,1075379,1018790017,Morningside Heights,POINT (-73.96612 40.801503)
OLDER ADULT CENTER CONTRACTS,C3504,WILLOUGHBY OAC (C35),FORT GREENE COUNCIL,105 North Portland Avenue,BROOKLYN,NY,11205,BROOKLYN,718-875-1011,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.694782,-73.976116,302,35,18501,3335258,3020410001,Fort Greene,POINT (-73.976116 40.694782)
OLDER ADULT CENTER CONTRACTS,W2011,RISEBORO HUNTERS POINT (W20),RISEBORO COMMUNITY PARTNERSHIP INC,52-3 Center Boulevard,LONG ISLAND CITY,NY,11101,QUEENS,718-821-0254,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.742166,-73.960033,402,26,1,4000000,4000060060,Hunters Point-Sunnyside-West Maspeth,POINT (-73.960033 40.742166)
OLDER ADULT CENTER CONTRACTS,C3401,FOOD BANK FOR NEW YORK CITY OAC (C34),FOOD BANK FOR NEW YORK CITY,252 West 116th Street,NEW YORK,NY,10026,MANHATTAN,212-566-7855,Y,09:00,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,06:00,00:00,00:00,00:00,00:00,40.80386,-73.954062,110,09,218,1055248,1018310060,Central Harlem South,POINT (-73.954062 40.80386)
OLDER ADULT CENTER CONTRACTS,C1714,CCNS NARROWS OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,930 53rd Street,BROOKLYN,NY,11219,BROOKLYN,718-232-2311,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.637498,-74.002266,312,38,116,3343065,3056660012,Borough Park,POINT (-74.002266 40.637498)
ELDER ABUSE SERVICES CONTRACTS,1E901,CASC (1E9),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-981-6226,Y,,,,,,,,,,,,,,,40.643264,-74.077159,501,49,3,5000084,5000080060,West New Brighton-New Brighton-St. George,POINT (-74.077159 40.643264)
OLDER ADULT CENTER CONTRACTS,C6502,SAMUEL FIELD Y BAY TERRACE OLDER ADULT CENTER (C65),SAMUEL FIELD YM & YWHA INC,21200 23rd Avenue,FLUSHING,NY,11360,QUEENS,718-225-4253,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.781448,-73.778109,407,19,99704,4132408,4059000050,Ft. Totten-Bay Terrace-Clearview,POINT (-73.778109 40.781448)
OLDER ADULT CENTER CONTRACTS,C3503,SETH LOW SOCIAL CLUBS CD16 (C35),FORT GREENE COUNCIL,137 Belmont Avenue,BROOKLYN,NY,11212,BROOKLYN,718-485-4991,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.669205,-73.905172,316,41,908,3327015,3037270001,Brownsville,POINT (-73.905172 40.669205)
OLDER ADULT CENTER CONTRACTS,C3511,HUGH GILROY OAC (C35),FORT GREENE COUNCIL,447 Kingsborough 4th Walk,BROOKLYN,NY,11233,BROOKLYN,718-756-8400,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.675242,-73.924931,308,41,307,3035751,3013440175,Crown Heights North,POINT (-73.924931 40.675242)
OLDER ADULT CENTER CONTRACTS,C8308,JASA STARRETT CITY OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1540 Van Siclen Avenue,BROOKLYN,NY,11239,BROOKLYN,718-642-1010,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.648214,-73.877613,305,42,105801,3343608,3044520200,Starrett City,POINT (-73.877613 40.648214)
OLDER ADULT CENTER CONTRACTS,C1301,COUNCIL CTR FOR SENIOR CITIZENS (C13),BROOKLYN SECTION NATIONAL COUNCIL OF JEWISH WOMEN INC.,1001 Quentin road,BROOKLYN,NY,11223,BROOKLYN,718-627-7680,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.607755,-73.962822,315,44,420,3176314,3066420045,Homecrest,POINT (-73.962822 40.607755)
OLDER ADULT CENTER CONTRACTS,C1604,LEHMAN VILLAGE SENIOR PROGRAM (SOCIAL CLUB) (C16),CARTER BURDEN NETWORK INC.,1641 Madison Avenue,NEW YORK,NY,10029,MANHATTAN,646-370-5642,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.79584,-73.947866,111,08,17401,1078867,1016150023,East Harlem South,POINT (-73.947866 40.79584)
OLDER ADULT CENTER CONTRACTS,2DA01,BAY RIDGE NORC (2DA),BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,7609 THIRD AVENUE,BROOKLYN,NY,11209,BROOKLYN,718-333-5782,Y,,,,,,,,,,,,,,,40.6306,-74.028133,310,43,64,3149187,3059500007,Bay Ridge,POINT (-74.028133 40.6306)
TRANSPORTATION SERVICES CONTRACTS,10601,MID BRONX TRANSPORTATION (106),MID BRONX SENIOR CITIZENS COUNCIL INC,900 GRAND CONCOURSE,BRONX,NY,10451,BRONX,718-992-2057,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.827401,-73.92228,204,16,18301,2002802,2024600001,East Concourse-Concourse Village,POINT (-73.92228 40.827401)
OLDER ADULT CENTER CONTRACTS,C4701,JCCGCI CONEY ISLAND SEASIDE OLDER ADULT CENTER (ISC) (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3001 West 37th Street,BROOKLYN,NY,11224,BROOKLYN,718-449-6363,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.573177,-74.002509,313,47,340,3189617,3070650001,Seagate-Coney Island,POINT (-74.002509 40.573177)
OLDER ADULT CENTER CONTRACTS,C9402,YOUNG ISRAEL PROGRAMS MIDWOOD (C94),YOUNG ISRAEL PROGRAMS INC,1694 Ocean Avenue,BROOKLYN,NY,11230,BROOKLYN,718-253-7800,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.620447,-73.955405,314,48,538,3180733,3067390044,Midwood,POINT (-73.955405 40.620447)
OLDER ADULT CENTER CONTRACTS,C1719,CCNS ST. CHARLES JUBILEE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,55 Pierrepont Street,BROOKLYN,NY,11201,BROOKLYN,718-855-0326,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.695783,-73.995117,302,33,501,3001825,3002367502,Brooklyn Heights-Cobble Hill,POINT (-73.995117 40.695783)
OLDER ADULT CENTER CONTRACTS,C3514,HAZEL BROOKS OAC (C35),FORT GREENE COUNCIL,961 Ocean Ave,BROOKLYN,NY,11226,BROOKLYN,347-435-3287,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.638891,-73.958877,314,40,51601,3120264,3052060062,Flatbush,POINT (-73.958877 40.638891)
OLDER ADULT CENTER CONTRACTS,C3101,EAST SIDE HOUSE BORINQUEN COURT MITCHEL OAC (C31),EAST SIDE HOUSE INC,295 East 138 Street,BRONX,NY,10454,BRONX,718-665-2168,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.810606,-73.926353,201,08,39,,,Mott Haven-Port Morris,POINT (-73.926353 40.810606)
OLDER ADULT CENTER CONTRACTS,C4202,HOMECREST (C42),HOMECREST COMMUNITY SERVICES INC,1413 Avenue T,BROOKLYN,NY,11229,BROOKLYN,718-376-4036,Y,:30,03:30,8 :30,03:30,8 :30,03:30,8 :30,03:30,8 :30,03:30,:,:,:,:,40.60102,-73.957543,315,48,556,3196793,3072930043,Homecrest,POINT (-73.957543 40.60102)
OLDER ADULT CENTER CONTRACTS,C0807,BERGEN BASIN VANDALIA OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,47 Vandalia Avenue,BROOKLYN,NY,11239,BROOKLYN,718-272-3949,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.649799,-73.88676,305,42,105804,3348859,3044310100,Starrett City,POINT (-73.88676 40.649799)
OLDER ADULT CENTER CONTRACTS,C5801,RAIN BOSTON EAST OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3450 Boston Road,BRONX,NY,10469,BRONX,718-654-9200,Y,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,08:00,06:00,00:00,00:00,00:00,00:00,40.876304,-73.848594,212,12,364,2060739,2047370105,Eastchester-Edenwald-Baychester,POINT (-73.848594 40.876304)
OLDER ADULT CENTER CONTRACTS,C1201,BCA BENSONHURST OLDER ADULT CENTER (C12),BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,TBD -- 6701 Bay Parkway,BROOKLYN,NY,11204,BROOKLYN,718-331-3088,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.612602,-73.982733,311,44,430,3173207,3065760010,Bensonhurst East,POINT (-73.982733 40.612602)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5001,PELHAM PARKWAY HOUSES NORC (N50),BRONX HOUSE INC,2435 WILLIAMSBRIDGE RD,BRONX,NY,10469,BRONX,718-652-6363,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.862084,-73.857697,211,13,324,,,Bronxdale,POINT (-73.857697 40.862084)
OLDER ADULT CENTER CONTRACTS,C4601,QUEENSBRIDGE CENTER (C46),JACOB A RIIS NEIGHBORHOOD SETTLEMENT,10-25 41st Avenue,LONG ISLAND CITY,NY,11101,QUEENS,718-784-7447,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.755488,-73.945328,401,26,25,4433386,4004700100,Queensbridge-Ravenswood-Long Island City,POINT (-73.945328 40.755488)
OLDER ADULT CENTER CONTRACTS,C1708,CCNS RIVERWAY OAC (ISC) (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,230 Riverdale Avenue,BROOKLYN,NY,11212,BROOKLYN,718-942-5345,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.661083,-73.908024,316,42,916,3413856,3036030025,Brownsville,POINT (-73.908024 40.661083)
OLDER ADULT CENTER CONTRACTS,W1606,ARTURO SCHOMBURG (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1315 Franklin Avenue,BRONX,NY,10456,BRONX,718-842-6880,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.832062,-73.901641,203,16,149,2009713,2029310086,Morrisania-Melrose,POINT (-73.901641 40.832062)
OLDER ADULT CENTER CONTRACTS,C5501,POLISH & SLAVIC CTR KRAKUS OAC (+ SOCIAL SVS) (C55),POLISH & SLAVIC CENTER INC,176 Java Street,BROOKLYN,NY,11222,BROOKLYN,718-383-5290,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.731692,-73.953577,301,33,575,3064615,3025510014,Greenpoint,POINT (-73.953577 40.731692)
OLDER ADULT CENTER CONTRACTS,C7201,RED HOOK NSC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,120 West 9th Street,BROOKLYN,NY,11231,BROOKLYN,718-269-0519,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.675925,-74.001961,306,38,85,3339412,3005380001,Carroll Gardens-Columbia Street-Red Hook,POINT (-74.001961 40.675925)
OLDER ADULT CENTER CONTRACTS,W1302,GOLDEN PHOENIX 2 (ELMCOR LEFRAK NSC) (W13),ELMCOR YOUTH & ADULT ACTIVITIES INC,95-18 Northern Blvd,FLUSHING,NY,11368,QUEENS,718-651-0096,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.756866,-73.872861,403,21,375,4042344,4017100010,North Corona,POINT (-73.872861 40.756866)
OLDER ADULT CENTER CONTRACTS,3ZV01,ARC XVI A.PHILIP RANDOLPH SENIOR CENTER (3ZV),ARC XVI FORT WASHINGTON INC,108 WEST  146 STREET,NEW YORK,NY,10039,MANHATTAN,212-281-1349,Y,,,,,,,,,,,,,,,40.821341,-73.936317,110,09,232,1060189,1020140036,Central Harlem North-Polo Grounds,POINT (-73.936317 40.821341)
OLDER ADULT CENTER CONTRACTS,C0802,BERGEN BASIN INDEPENDENCE OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,114 Taylor Street,BROOKLYN,NY,11249,BROOKLYN,718-388-9242,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.705508,-73.963702,301,33,545,3059905,3021760001,Williamsburg,POINT (-73.963702 40.705508)
OLDER ADULT CENTER CONTRACTS,C1901,CENTRAL HARLEM KENNEDY (C19),CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,34 W 134th Street,NEW YORK,NY,10037,MANHATTAN,212-926-4871,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.812702,-73.939645,110,09,212,1083984,1017300016,Central Harlem North-Polo Grounds,POINT (-73.939645 40.812702)
OLDER ADULT CENTER CONTRACTS,45D01,ELMCOR GOLDEN PHOENIX CLUB THREE (45D),ELMCOR YOUTH & ADULT ACTIVITIES INC,96-05 Horace Harding ExpressWay,FLUSHING,NY,11368,QUEENS,718-651-0096,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.734383,-73.864309,404,21,455,4047337,4019180114,Corona,POINT (-73.864309 40.734383)
OLDER ADULT CENTER CONTRACTS,C8002,SUNSET PARK OAC (C80),SUNSET PARK HEALTH COUNCIL INC d/b/a FAMILY HEALTH CENTERS A,4520 4th Avenue,BROOKLYN,NY,11220,BROOKLYN,718-210-1050,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.649111,-74.009845,307,38,80,3324373,3007460039,Sunset Park West,POINT (-74.009845 40.649111)
OLDER ADULT CENTER CONTRACTS,C0701,SISTER ANNUNCIATA BETHELL OAC (C07),BEDFORD PARK MULTI-SERVICE CENTER FOR SENIOR CITIZENS INC,243 East 204th Street,BRONX,NY,10458,BRONX,718-365-3725,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.874205,-73.884457,207,11,413,2017363,2033110146,Bedford Park-Fordham North,POINT (-73.884457 40.874205)
OLDER ADULT CENTER CONTRACTS,C5808,RAIN MT. CARMEL OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,2405 Southern Boulevard,BRONX,NY,10462,BRONX,718-733-8852,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.853773,-73.881558,206,15,393,2013061,2031150005,Belmont,POINT (-73.881558 40.853773)
OLDER ADULT CENTER CONTRACTS,C9601,BORO PARK Y OAC (C96),YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF BORO PARK,4912 14th Ave,BROOKLYN,NY,11219,BROOKLYN,718-435-3804,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.63357,-73.99006,312,44,236,3328617,3056420042,Borough Park,POINT (-73.99006 40.63357)
OLDER ADULT CENTER CONTRACTS,W1301,GOLDEN PHOENIX 1 (ELMCOR NSC) (W13),ELMCOR YOUTH & ADULT ACTIVITIES INC,98-19 Astoria Blvd,FLUSHING,NY,11369,QUEENS,718-651-0096,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.762296,-73.871089,403,21,367,4032768,4013720045,East Elmhurst,POINT (-73.871089 40.762296)
OLDER ADULT CENTER CONTRACTS,C1717,CCNS THE LODGE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,7711 18th Avenue,BROOKLYN,NY,11214,BROOKLYN,718-621-1081,Y,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,07:00,03:00,00:00,00:00,00:00,00:00,40.612087,-73.997288,311,47,274,3161485,3062490006,Bensonhurst West,POINT (-73.997288 40.612087)
