ProviderType,DFTA ID,ContractYear,SponsorName,ProgramName,ServiceID,ServiceName,BudgetedUnits
CASE MANAGEMENT SERVICES CONTRACTS,4MB01,2019,SUNNYSIDE COMMUNITY SERVICES INC,SUNNYSIDE CASE MANAGEMENT,CMSP,CSMG SUPPLEMENTAL,75
CASE MANAGEMENT SERVICES CONTRACTS,4MB01,2019,SUNNYSIDE COMMUNITY SERVICES INC,SUNNYSIDE CASE MANAGEMENT,CSMG,CASE MANAGEMENT,30584
CASE MANAGEMENT SERVICES CONTRACTS,4MD01,2019,QUEENS COMMUNITY HOUSE INC.,QUEENS COMM. HOUSE CASE MANAGEMENT QNS-3,CMSP,CSMG SUPPLEMENTAL,1212
CASE MANAGEMENT SERVICES CONTRACTS,4MD01,2019,QUEENS COMMUNITY HOUSE INC.,QUEENS COMM. HOUSE CASE MANAGEMENT QNS-3,CSMG,CASE MANAGEMENT,19619
CASE MANAGEMENT SERVICES CONTRACTS,4ME01,2019,SELFHELP COMMUNITY SERVICES INC,SELFHELP PROJECT QUEENS,CMSP,CSMG SUPPLEMENTAL,1215
CASE MANAGEMENT SERVICES CONTRACTS,4ME01,2019,SELFHELP COMMUNITY SERVICES INC,SELFHELP PROJECT QUEENS,CSMG,CASE MANAGEMENT,16898
CASE MANAGEMENT SERVICES CONTRACTS,4MF01,2019,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,SOUTHWEST QUEENS CASE MANAGEMENT-QN 5,CMSP,CSMG SUPPLEMENTAL,1234
CASE MANAGEMENT SERVICES CONTRACTS,4MF01,2019,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,SOUTHWEST QUEENS CASE MANAGEMENT-QN 5,CSMG,CASE MANAGEMENT,24610
CASE MANAGEMENT SERVICES CONTRACTS,4MG01,2019,SERVICES NOW FOR ADULT PERSONS INC,SNAP CASE MANAGEMENT QNS-06,CMSP,CSMG SUPPLEMENTAL,33
CASE MANAGEMENT SERVICES CONTRACTS,4MG01,2019,SERVICES NOW FOR ADULT PERSONS INC,SNAP CASE MANAGEMENT QNS-06,CSMG,CASE MANAGEMENT,26008
CASE MANAGEMENT SERVICES CONTRACTS,4MH01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CASE MANAGEMENT-QN 7,CMSP,CSMG SUPPLEMENTAL,75
CASE MANAGEMENT SERVICES CONTRACTS,4MH01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CASE MANAGEMENT-QN 7,CSMG,CASE MANAGEMENT,11857
CASE MANAGEMENT SERVICES CONTRACTS,5M401,2019,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC CSMG,CMSP,CSMG SUPPLEMENTAL,1130
CASE MANAGEMENT SERVICES CONTRACTS,5M401,2019,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,CASC CSMG,CSMG,CASE MANAGEMENT,30282
CITY MEALS ADMINISTRATIVE SERVICES CONTRACTS,CM601,2019,CITYMEALS-ON-WHEELS,CITYMEALS EMERGENCY MEALS AND FRIENDLY V,HMDL,HOME DELIVERED MEALS,100000
CITY MEALS ADMINISTRATIVE SERVICES CONTRACTS,CM601,2019,CITYMEALS-ON-WHEELS,CITYMEALS EMERGENCY MEALS AND FRIENDLY V,THFV,THRIVE NYC FRIENDLY VISIT,11000
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,1G701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA MENTAL HEALTH,MHCL,MH THERA CLINICAL,125
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,1G701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA MENTAL HEALTH,MHEP,MH STRUCT ENGAGE PARTICIP,150
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,1G701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA MENTAL HEALTH,MHES,MH STRUCT ENGAGE SESSION,25
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,1G701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA MENTAL HEALTH,MHSC,MH SCREENINGS,400
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,3G101,2019,SERVICE PROGRAM FOR OLDER PEOPLE INC,SPOP MENTAL HEALTH,MHCL,MH THERA CLINICAL,900
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,3G101,2019,SERVICE PROGRAM FOR OLDER PEOPLE INC,SPOP MENTAL HEALTH,MHEP,MH STRUCT ENGAGE PARTICIP,800
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,3G101,2019,SERVICE PROGRAM FOR OLDER PEOPLE INC,SPOP MENTAL HEALTH,MHES,MH STRUCT ENGAGE SESSION,192
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,3G101,2019,SERVICE PROGRAM FOR OLDER PEOPLE INC,SPOP MENTAL HEALTH,MHSC,MH SCREENINGS,540
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,4G801,2019,SAMUEL FIELD YM & YWHA INC,SAMUEL FIELD MENTAL HEALTH,MHCL,MH THERA CLINICAL,800
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,4G801,2019,SAMUEL FIELD YM & YWHA INC,SAMUEL FIELD MENTAL HEALTH,MHEP,MH STRUCT ENGAGE PARTICIP,900
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,4G801,2019,SAMUEL FIELD YM & YWHA INC,SAMUEL FIELD MENTAL HEALTH,MHES,MH STRUCT ENGAGE SESSION,192
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,4G801,2019,SAMUEL FIELD YM & YWHA INC,SAMUEL FIELD MENTAL HEALTH,MHSC,MH SCREENINGS,540
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,5G301,2019,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,WEILL CORNELL MENTAL HEALTH,MHCL,MH THERA CLINICAL,500
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,5G301,2019,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,WEILL CORNELL MENTAL HEALTH,MHEP,MH STRUCT ENGAGE PARTICIP,500
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,5G301,2019,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,WEILL CORNELL MENTAL HEALTH,MHES,MH STRUCT ENGAGE SESSION,135
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,5G301,2019,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,WEILL CORNELL MENTAL HEALTH,MHSC,MH SCREENINGS,335
HOMECARE SERVICES CONTRACTS,1H501,2019,PERSONAL-TOUCH HOME CARE OF N.Y. INC.,PERSONAL TOUCH -BRONX,HMPC,HOMEMAKER/PERSONAL CARE,272028
HOMECARE SERVICES CONTRACTS,1H501,2019,PERSONAL-TOUCH HOME CARE OF N.Y. INC.,PERSONAL TOUCH -BRONX,HSCH,HOUSEKEEPER,48005
HOMECARE SERVICES CONTRACTS,2HB01,2019,PERSONAL-TOUCH HOME CARE OF N.Y. INC.,PERSONAL TOUCH-BROOKLYN,HMPC,HOMEMAKER/PERSONAL CARE,373742
HOMECARE SERVICES CONTRACTS,2HB01,2019,PERSONAL-TOUCH HOME CARE OF N.Y. INC.,PERSONAL TOUCH-BROOKLYN,HSCH,HOUSEKEEPER,55846
HOMECARE SERVICES CONTRACTS,3HD01,2019,NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTENDANT SERVI,NEW YORK FOUNDATION-MANHATTAN,HMPC,HOMEMAKER/PERSONAL CARE,255807
HOMECARE SERVICES CONTRACTS,3HD01,2019,NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTENDANT SERVI,NEW YORK FOUNDATION-MANHATTAN,HSCH,HOUSEKEEPER,49836
HOMECARE SERVICES CONTRACTS,4H701,2019,PEOPLE CARE INCORPORATED,PEOPLE CARE-QUEENS,HMPC,HOMEMAKER/PERSONAL CARE,324449
HOMECARE SERVICES CONTRACTS,4H701,2019,PEOPLE CARE INCORPORATED,PEOPLE CARE-QUEENS,HSCH,HOUSEKEEPER,32088
HOMECARE SERVICES CONTRACTS,5H601,2019,RICHMOND HOME NEED SERVICES INC,RICHMOND HOME NEEDS,HMPC,HOMEMAKER/PERSONAL CARE,41122
HOMECARE SERVICES CONTRACTS,5H601,2019,RICHMOND HOME NEED SERVICES INC,RICHMOND HOME NEEDS,HSCH,HOUSEKEEPER,9505
HOME DELIVERED MEAL SERVICE CONTRACTS,15X01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,MID BRONX HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,247248
HOME DELIVERED MEAL SERVICE CONTRACTS,15Y01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,166706
HOME DELIVERED MEAL SERVICE CONTRACTS,15Z01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,232134
HOME DELIVERED MEAL SERVICE CONTRACTS,27Y01,2019,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,JCCGCI HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,66772
HOME DELIVERED MEAL SERVICE CONTRACTS,29D01,2019,WAYSIDE OUT-REACH DEVELOPMENT INC,WAYSIDE HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,262551
HOME DELIVERED MEAL SERVICE CONTRACTS,29F01,2019,BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,BAYRIDGE HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,152753
HOME DELIVERED MEAL SERVICE CONTRACTS,29G01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,235369
HOME DELIVERED MEAL SERVICE CONTRACTS,29H01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,RIDGEWOOD BUSHWICK HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,232381
HOME DELIVERED MEAL SERVICE CONTRACTS,29R01,2019,RISEBORO COMMUNITY PARTNERSHIP INC,RIDGEWOOD BUSHWICK HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,189558
HOME DELIVERED MEAL SERVICE CONTRACTS,36F01,2019,HENRY STREET SETTLEMENT,HENRY ST HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,363832
HOME DELIVERED MEAL SERVICE CONTRACTS,36G01,2019,ENCORE COMMUNITY SERVICES,ENCORE HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,274069
HOME DELIVERED MEAL SERVICE CONTRACTS,36H01,2019,STANLEY M ISAACS NEIGHBORHOOD CENTER INC,STANLEY ISAACS HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,265276
HOME DELIVERED MEAL SERVICE CONTRACTS,36J01,2019,CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC,CHARLES WALBURG HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,207118
HOME DELIVERED MEAL SERVICE CONTRACTS,46G01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,91784
HOME DELIVERED MEAL SERVICE CONTRACTS,46H01,2019,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,CCNS HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,135849
HOME DELIVERED MEAL SERVICE CONTRACTS,46J01,2019,SERVICES NOW FOR ADULT PERSONS INC,SNAP HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,85946
HOME DELIVERED MEAL SERVICE CONTRACTS,46N01,2019,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,CCNS HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,140890
HOME DELIVERED MEAL SERVICE CONTRACTS,46P01,2019,PETER CARDELLA SENIOR CITIZEN CENTER INC,PETER CARDELLA HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,106225
HOME DELIVERED MEAL SERVICE CONTRACTS,46R01,2019,QUEENS COMMUNITY HOUSE INC.,QUEENS COMM HOUSE HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,162759
HOME DELIVERED MEAL SERVICE CONTRACTS,46S01,2019,CORONA CONGREGATIONAL CHURCH,FLORENCE E. SMITH HOME DELIVERED MEALS,HDAM,HOME DELIVERED ALT MEALS,135235
HOME DELIVERED MEAL SERVICE CONTRACTS,55601,2019,MEALS ON WHEELS OF STATEN ISLAND INC,MEALS ON WHEELS OF S.I.,HDAM,HOME DELIVERED ALT MEALS,255616
HOME DELIVERED MEAL SERVICE CONTRACTS,55601,2019,MEALS ON WHEELS OF STATEN ISLAND INC,MEALS ON WHEELS OF S.I.,HDMS,HOME DEL. SUPPER MEALS,242733
HOME DELIVERED MEAL SERVICE CONTRACTS,CM501,2019,CITYMEALS-ON-WHEELS,CITYMEALS WEEKEND MEALS,HMDL,HOME DELIVERED MEALS,5333
LEGAL SERVICES CONTRACTS,1AA01,2019,LSNY-BRONX CORPORATION,LSNY BRONX,LEGL,LEGAL SERVICES,4167
LEGAL SERVICES CONTRACTS,20I01,2019,BROOKLYN LEGAL SERVICES INC,SOUTH BROOKLYN LEGAL SERVICES INC,LEGL,LEGAL SERVICES,6417
LEGAL SERVICES CONTRACTS,32V01,2019,MOBILIZATION FOR JUSTICE INC,MOBILIZATION FOR JUSTICE INC,LEGL,LEGAL SERVICES,4437
LEGAL SERVICES CONTRACTS,40A01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA LEGAL SERVICES,LEGL,LEGAL SERVICES,8500
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NHPN,NORC NE HEALTH PROMO,1125
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOCA,NORC CASE ASSISTANCE,600
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOCM,NORC-SSP CASE MANAGEMENT,900
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOER,NORC EDUCATION/RECREATION,12
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOFV,NORC FRIENDLY VISITING,30
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOHA,NORC HEALTH ASSISTANCE,50
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOHM,NORC HEALTH CARE MGT,250
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOTA,NORC TELEPHONE REASSURE,300
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N301,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC PELHAM PARKWAY HOUSES NORC,NOTR,NORC TRANSPORTATION,400
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N302,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC HOLLAND AVENUE NORC,NOCA,NORC CASE ASSISTANCE,3709
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,1N302,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC HOLLAND AVENUE NORC,NOTR,NORC TRANSPORTATION,3020
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NHPE,NORC EB HEALTH PROMO,378
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NHPN,NORC NE HEALTH PROMO,2862
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOCA,NORC CASE ASSISTANCE,1172
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOCM,NORC-SSP CASE MANAGEMENT,3948
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOER,NORC EDUCATION/RECREATION,24
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOES,NORC ESCORT/ASSIST TRANS,1276
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOFV,NORC FRIENDLY VISITING,5100
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOHA,NORC HEALTH ASSISTANCE,110
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOHK,NORC HOUSEKEEPING,1694
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOHM,NORC HEALTH CARE MGT,1051
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOSC,NORC SHOPPING ASSISTANCE,286
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOTA,NORC TELEPHONE REASSURE,510
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,2N301,2019,SPRING CREEK SENIOR PARTNERS INC,SPRING CREEK NORC,NOTR,NORC TRANSPORTATION,12
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,3D101,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,VILLAGE VIEW,NOCA,NORC CASE ASSISTANCE,336
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,3D101,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,VILLAGE VIEW,NOER,NORC EDUCATION/RECREATION,168
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,3D101,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,VILLAGE VIEW,NOHA,NORC HEALTH ASSISTANCE,310
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,3D101,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,VILLAGE VIEW,NOHM,NORC HEALTH CARE MGT,30
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,3D101,2019,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,VILLAGE VIEW,NOTA,NORC TELEPHONE REASSURE,320
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NHPN,NORC NE HEALTH PROMO,1250
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOCA,NORC CASE ASSISTANCE,780
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOCM,NORC-SSP CASE MANAGEMENT,600
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOER,NORC EDUCATION/RECREATION,45
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOES,NORC ESCORT/ASSIST TRANS,20
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOHA,NORC HEALTH ASSISTANCE,75
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOHM,NORC HEALTH CARE MGT,300
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOSC,NORC SHOPPING ASSISTANCE,10
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOTA,NORC TELEPHONE REASSURE,400
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1101,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC AMALGAMATED PK RESEVOIR NORC,NOTR,NORC TRANSPORTATION,470
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1102,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BRONX JEWISH COMMUNITY COUNCIL NORC,NOCA,NORC CASE ASSISTANCE,1400
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1103,2019,BRONX JEWISH COMMUNITY COUNCIL INC,BJCC BAINBRIDGE AVENUE NORC,NOCA,NORC CASE ASSISTANCE,1100
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NHPE,NORC EB HEALTH PROMO,240
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NHPN,NORC NE HEALTH PROMO,740
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOCA,NORC CASE ASSISTANCE,1070
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOCM,NORC-SSP CASE MANAGEMENT,1100
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOER,NORC EDUCATION/RECREATION,290
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOFV,NORC FRIENDLY VISITING,300
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOHA,NORC HEALTH ASSISTANCE,408
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOHK,NORC HOUSEKEEPING,1092
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOHM,NORC HEALTH CARE MGT,600
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOOT,NORC OTHER,145
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOSC,NORC SHOPPING ASSISTANCE,30
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1301,2019,CENTERLIGHT HEALTH SYSTEM INC.,BETH ABRAHAM PARKCHESTER ENHANCE NORC,NOTA,NORC TELEPHONE REASSURE,60
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NHPE,NORC EB HEALTH PROMO,30
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NHPN,NORC NE HEALTH PROMO,2020
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOCA,NORC CASE ASSISTANCE,900
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOCM,NORC-SSP CASE MANAGEMENT,2700
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOER,NORC EDUCATION/RECREATION,101
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOHA,NORC HEALTH ASSISTANCE,320
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOHC,NORC PERSONAL CARE,160
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOHK,NORC HOUSEKEEPING,300
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOHM,NORC HEALTH CARE MGT,315
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOTA,NORC TELEPHONE REASSURE,2800
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N1701,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA CO OP CITY NORC,NOTR,NORC TRANSPORTATION,2240
